Example Number,Gorgias Code,NL Translation
153,":- dynamic feeling_sick/0, good_weather/0, morning_rush/0
rule(r1, book_ride_share, []) :- feeling_sick.
rule(r2, evening_walk, []) :- feeling_sick.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- good_weather.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- morning_rush.
rule(c3, prefer(c2, c1), []).
complement(evening_walk, book_ride_share).
complement(book_ride_share, evening_walk).","If I'm feeling sick, I can either book a ride-share or go for an evening walk. Usually, I choose to book a ride-share. However, if the weather is nice, I go for an evening walk instead. If it's the morning rush, I book a ride-share again. I can’t go for an evening walk and book a ride-share at the same time."
449,":- dynamic low_budget/0, subscription_due/0
rule(r1, host_dinner_party, []) :- low_budget.
rule(r2, give_presentation, []) :- low_budget.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- subscription_due.
rule(c1, prefer(p2, p1), []).
complement(give_presentation, host_dinner_party).
complement(host_dinner_party, give_presentation).","If I have a low budget, I can either host a dinner party or give a presentation. Usually, I choose to host a dinner party. However, if my subscription is due, I give the presentation instead. I can’t host a dinner party and give a presentation at the same time."
7,":- dynamic school_reunion/0, client_feedback/0, feeling_sick/0, boss_in_office/0, discount_on_flight/0.
rule(r1, buy_groceries, []) :- school_reunion.
rule(r2, yoga_session, []) :- client_feedback.
rule(p1, prefer(r1, r2), []) :- school_reunion, client_feedback.
rule(p2, prefer(r2, r1), []) :- school_reunion, client_feedback, feeling_sick.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- boss_in_office.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- discount_on_flight.
rule(c5, prefer(c4, c3), []).
complement(yoga_session, buy_groceries).
complement(buy_groceries, yoga_session).","If I have a school reunion, I buy groceries. If I receive client feedback, I do a yoga session. But if I have both a school reunion and client feedback, I usually buy groceries. However, if I also feel sick, I choose to do a yoga session instead. If my boss is in the office, I tend to buy groceries. If there is a discount on a flight, I prefer to do a yoga session. I can’t buy groceries and do a yoga session at the same time."
306,":- dynamic lunch_time/0, urgent_deadline/0, rainy_day/0
rule(r1, go_gym, []) :- lunch_time.
rule(r2, visit_family, []) :- lunch_time.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- urgent_deadline.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- rainy_day.
rule(c3, prefer(c2, c1), []).
complement(visit_family, go_gym).
complement(go_gym, visit_family).","If it's lunchtime, I can either go to the gym or visit family. Usually, I choose to go to the gym. However, if there’s an urgent deadline, I visit family instead. If it’s a rainy day, I go to the gym again. I can’t go to the gym and visit family at the same time."
576,":- dynamic family_gathering/0, party_invitation/0, networking_event/0, medical_appointment/0, vacation_planned/0.
rule(r1, update_project_plan, []) :- family_gathering.
rule(r2, meditate, []) :- party_invitation.
rule(p1, prefer(r1, r2), []) :- family_gathering, party_invitation.
rule(p2, prefer(r2, r1), []) :- family_gathering, party_invitation, networking_event.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- medical_appointment.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- vacation_planned.
rule(c5, prefer(c4, c3), []).
complement(meditate, update_project_plan).
complement(update_project_plan, meditate).","If there is a family gathering, I update the project plan. If I receive a party invitation, I meditate. But if it’s both a family gathering and I have a party invitation, I usually update the project plan. If I also have a networking event, I prefer to meditate instead. However, if I have a medical appointment, I tend to update the project plan. If I have a vacation planned, I usually prefer to meditate. I can’t update the project plan and meditate at the same time."
806,":- dynamic hail_storm/0, party_invitation/0, client_feedback/0
rule(r1, submit_timesheet, []) :- hail_storm.
rule(r2, morning_run, []) :- hail_storm.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- party_invitation.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- client_feedback.
rule(c3, prefer(c2, c1), []).
complement(morning_run, submit_timesheet).
complement(submit_timesheet, morning_run).","If there is a hail storm, I can either submit my timesheet or go for a morning run. Usually, I choose to submit my timesheet. However, if I have a party invitation, I go for a morning run instead. If I receive client feedback, I go back to submitting my timesheet. I can’t go for a morning run and submit my timesheet at the same time."
256,":- dynamic client_feedback/0
rule(r1, host_dinner_party, []).
rule(r2, plan_meals, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- client_feedback.
rule(c1, prefer(p2, p1), []).
complement(plan_meals, host_dinner_party).
complement(host_dinner_party, plan_meals).","I can either host a dinner party or plan meals. Usually, I choose to host a dinner party. However, if I receive feedback from clients, I go back to planning meals instead. I can’t host a dinner party and plan meals at the same time."
854,":- dynamic holiday_season/0, client_feedback/0
rule(r1, meditate, []) :- holiday_season.
rule(r2, schedule_meeting, []) :- holiday_season.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- client_feedback.
rule(c1, prefer(p2, p1), []).
complement(schedule_meeting, meditate).
complement(meditate, schedule_meeting).","If it's the holiday season, I can either meditate or schedule a meeting. Usually, I choose to meditate. However, if I receive client feedback, I schedule a meeting instead. I can’t meditate and schedule a meeting at the same time."
263,":- dynamic school_reunion/0, family_gathering/0, project_extension/0, vacation_planned/0, unexpected_expense/0.
rule(r1, attend_workshop, []) :- school_reunion.
rule(r2, cycle_to_work, []) :- family_gathering.
rule(p1, prefer(r1, r2), []) :- school_reunion, family_gathering.
rule(p2, prefer(r2, r1), []) :- school_reunion, family_gathering, project_extension.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- vacation_planned.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- unexpected_expense.
rule(c5, prefer(c4, c3), []).
complement(cycle_to_work, attend_workshop).
complement(attend_workshop, cycle_to_work).","If there is a school reunion, I attend a workshop. If there is a family gathering, I cycle to work. But if there is both a school reunion and a family gathering, I usually attend the workshop. If I also have a project extension, I cycle to work instead. However, if I have a vacation planned, I tend to attend the workshop. If there is an unexpected expense, I choose to cycle to work. I can’t attend a workshop and cycle to work at the same time."
770,":- dynamic .
rule(r1, book_flight, []).
rule(r2, read_book, []).
rule(p1, prefer(r1, r2), []).
complement(read_book, book_flight).
complement(book_flight, read_book).","I can either book a flight or read a book. Usually, I choose to book a flight. I can’t book a flight and read a book at the same time."
127,":- dynamic expensive_event/0, windy_day/0, lunch_time/0
rule(r1, go_to_cinema, []) :- expensive_event.
rule(r2, evening_walk, []) :- expensive_event.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- windy_day.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- lunch_time.
rule(c3, prefer(c2, c1), []).
complement(evening_walk, go_to_cinema).
complement(go_to_cinema, evening_walk).","If there is an expensive event, I can either go to the cinema or take an evening walk. Usually, I choose to go to the cinema. However, if it's a windy day, I take an evening walk instead. If it's lunchtime, I go back to choosing the cinema. I can’t go to the cinema and take an evening walk at the same time."
480,":- dynamic , hail_storm/0, afternoon/0
rule(r1, go_gym, []).
rule(r2, do_laundry, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- hail_storm.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- afternoon.
rule(c3, prefer(c2, c1), []).
complement(do_laundry, go_gym).
complement(go_gym, do_laundry).","I can either go to the gym or do the laundry. Usually, I choose to go to the gym. However, if there's a hail storm, I do the laundry instead. If it's the afternoon, I tend to go to the gym. I can’t go to the gym and do the laundry at the same time."
989,":- dynamic unexpected_expense/0, family_gathering/0
rule(r1, explore_city, []) :- unexpected_expense.
rule(r2, finish_report, []) :- unexpected_expense.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- family_gathering.
rule(c1, prefer(p2, p1), []).
complement(finish_report, explore_city).
complement(explore_city, finish_report).","If I have an unexpected expense, I can either explore the city or finish my report. Generally, I choose to explore the city. However, if there’s a family gathering, I finish my report instead. I can’t explore the city and finish my report at the same time."
942,":- dynamic medical_appointment/0, night_time/0, expensive_event/0, lunch_time/0.
rule(r1, host_dinner_party, []) :- medical_appointment.
rule(r2, water_plants, []) :- night_time.
rule(p1, prefer(r1, r2), []) :- medical_appointment, night_time.
rule(p2, prefer(r2, r1), []) :- medical_appointment, night_time, expensive_event.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- lunch_time.
rule(c3, prefer(c2, c1), []).
complement(water_plants, host_dinner_party).
complement(host_dinner_party, water_plants).","If I have a medical appointment, I host a dinner party. If it’s nighttime, I water the plants. But if it’s both nighttime and I have a medical appointment, I usually host a dinner party. If it’s also an expensive event, I water the plants instead. However, if it’s lunchtime, I usually host a dinner party. I can’t host a dinner party and water the plants at the same time."
917,":- dynamic good_investment/0, family_gathering/0, expensive_event/0, new_neighbor/0.
rule(r1, attend_concert, []) :- good_investment.
rule(r2, reply_emails, []) :- family_gathering.
rule(p1, prefer(r1, r2), []) :- good_investment, family_gathering.
rule(p2, prefer(r2, r1), []) :- good_investment, family_gathering, expensive_event.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- new_neighbor.
rule(c3, prefer(c2, c1), []).
complement(reply_emails, attend_concert).
complement(attend_concert, reply_emails).","If I have a good investment, I attend a concert. If there's a family gathering, I reply to emails. But if it’s both a good investment and a family gathering, I usually choose to attend the concert. However, if it’s also an expensive event, I reply to emails instead. If I have a new neighbor, I tend to prefer attending the concert. I can’t attend a concert and reply to emails at the same time."
490,":- dynamic vacation_planned/0, expensive_event/0, friend_in_town/0, family_gathering/0.
rule(r1, dispose_trash, []) :- vacation_planned.
rule(r2, ride_bike, []) :- expensive_event.
rule(p1, prefer(r1, r2), []) :- vacation_planned, expensive_event.
rule(p2, prefer(r2, r1), []) :- vacation_planned, expensive_event, friend_in_town.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- family_gathering.
rule(c3, prefer(c2, c1), []).
complement(ride_bike, dispose_trash).
complement(dispose_trash, ride_bike).","If I have a vacation planned, I dispose of the trash. If there is an expensive event, I ride my bike. But if I have both a vacation planned and an expensive event, I usually dispose of the trash. If I also have a friend in town, I ride my bike instead. However, if there is a family gathering, I prefer to dispose of the trash. I can’t dispose of the trash and ride my bike at the same time."
604,":- dynamic important_meeting/0
rule(r1, attend_meeting, []).
rule(r2, book_ride_share, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- important_meeting.
rule(c1, prefer(p2, p1), []).
complement(book_ride_share, attend_meeting).
complement(attend_meeting, book_ride_share).","I can either attend the meeting or book a ride share. Usually, I prefer to attend the meeting. However, if it’s an important meeting, I choose to book a ride share instead. I can’t attend the meeting and book a ride share at the same time."
63,":- dynamic weekend/0, team_project_due/0, friend_in_town/0
rule(r1, reply_emails, []) :- weekend.
rule(r2, attend_concert, []) :- weekend.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- team_project_due.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- friend_in_town.
rule(c3, prefer(c2, c1), []).
complement(attend_concert, reply_emails).
complement(reply_emails, attend_concert).","If it's the weekend, I can either reply to emails or attend a concert. Generally, I choose to reply to emails. However, if a team project is due, I attend the concert instead. If a friend is in town, I go back to replying to emails. I can’t attend the concert and reply to emails at the same time."
